0.0	-0.9766569104713496 0.9767874212717098 -0.9783943088621813 0.9777121959990871 -0.9996005293772958 -0.9777572657228005 0.9602139979253514 -0.9738212154777232 0.9552048559927442 -0.9991117730256367 -0.8253278467631856 0.8747157935881307 -0.8689827036243805 0.7274974387479156 -0.985740141739934 -0.8885513467446202 0.8559186242340224 -0.7214080045268183 0.8011693591556879 -0.9909814521653237 -0.31847554408703904 0.7362574617731186 -0.43354676928449165 0.43177015861455015 -0.9751797814143619 0.5180148161566598 -0.4208545150586718
1.0	-0.9946011453216148 0.9930351062467044 -0.9927340852113969 0.9936696252006068 -0.9999369392310892 -0.9873991315385952 0.9884599992580752 -0.9857825945798318 0.988521796212902 -0.9998304738449114 -0.9745956603019493 0.9667233073181558 -0.998010155457917 0.8324326707873713 -0.9993210730387885 -0.8064600013682605 0.9888522326245246 -0.6796942494694569 0.9054223229084815 -0.9949220572306088 -0.5072591987150455 0.6920544315770338 -0.5176934830648061 0.4562990602684833 -0.9887319487100397 -0.5369068270229791 0.7888538292030636
0.0	-0.9578126970179229 0.9495708536847738 -0.9447412466615346 0.9410359953958229 -0.9982175798514432 -0.9740856178352436 0.9536745855869644 -0.9648085033038549 0.9643420306322552 -0.9989746945450005 -0.9136129392933017 0.9439996694535966 -0.9112782233372069 0.7997822471987219 -0.9952805222298977 -0.8323565234940358 0.9359765909322904 -0.5865174445257766 0.8379748105048397 -0.992255262117895 -0.2965027106571845 0.6389467705475609 -0.5196289477006839 0.31746749517825745 -0.9412823184504548 0.4177356759321793 0.7624948869609696
0.0	-0.9396004835949242 0.9509297976097038 -0.9510745947612703 0.9491837518931014 -0.9980915987815888 -0.9282547801228465 0.9538220677537874 -0.9394560641626377 0.9590894075161129 -0.9977573459307059 -0.8463467528296842 0.9154088979109978 -0.8667692125242324 0.8265066605689826 -0.9915034500525671 -0.9377534764998069 0.962512668739492 -0.7589052724318874 0.8795505044060181 -0.9983339687920643 -0.47800657632753274 0.8372199393586477 -0.5477850923522148 0.5854224267784158 -0.9975149436088215 0.4177356759321793 0.7624948869609696
1.0	-0.992114709447182 0.98428053977319 -0.9904507511736867 0.989374272455517 -0.9998733700903577 -0.9774728221615512 0.9537344911699788 -0.9798218504234522 0.9794631980700395 -0.9995257487051373 -0.8523759716173874 0.7479055023245051 -0.9107203383967161 0.7459111845659891 -0.9820305010412073 -0.8411245527416618 0.9518223714081206 -0.7143841424170756 0.8655758130406277 -0.9954065753889146 -0.534609213356815 0.6845091120786098 -0.5394925989363986 0.5225421505418126 -0.9913896336218145 -0.5867087720495904 0.6191841100231481
1.0	-0.992259866619252 0.9901519370559984 -0.9906748097653609 0.9894537003093935 -0.9998859135673752 -0.986369067577027 0.9782604627534441 -0.9823481793492906 0.9779045450136967 -0.9996753320300803 -0.925022831694835 0.9355926153474523 -0.940826656322587 0.8015848745759939 -0.9962404188294676 -0.823754228853423 0.9580677546150698 -0.6103359367465324 0.8540068637670573 -0.9928847650014996 -0.4319514878715852 0.8176194201267015 -0.4665036642717785 0.598294719137098 -0.9952653942097351 -0.5170683452731835 -0.9772506545245605
0.0	-0.9213184458898076 0.8766243011296344 -0.8952063030457601 0.8916558574324753 -0.9939755390699292 -0.8513190749762084 0.7873690749282922 -0.8733656330329543 0.8639175341834182 -0.9877781896623754 -0.8065024852792955 0.8303257059790525 -0.8254163757849445 0.6848172317323202 -0.9778901039761447 -0.8829316685241544 0.9858583168022321 -0.7417582333480752 0.8936804542050845 -0.9981536451365863 -0.5171083607846456 0.8366817830773701 -0.5273181142717565 0.5880926923566592 -0.9989366132059335 0.5180148161566598 0.20970834426173535
1.0	-0.9784139004933168 0.9893924702754291 -0.9914496553007471 0.99347898082574 -0.9998753737087791 -0.9803043692656581 0.9872659987097225 -0.9857570435260112 0.9892776143850261 -0.9997733761117495 -0.8723545863309344 0.7509925440707115 -0.9152287361021983 0.7035535144884271 -0.9850188457139284 -0.725679766478732 0.9289405486900286 -0.5786856471324663 0.8193674083750087 -0.9856733850704791 -0.5136551227937705 0.7639677981613331 -0.5923991639016029 0.3943441467343227 -0.9916607271161871 1.0 -0.4472134573007658
0.0	-0.9278995455126215 0.8735975292327061 -0.9160794552276129 0.913874305309619 -0.9955770573299161 -0.9137156037537806 0.824238478929666 -0.9078729294931709 0.9242550014754916 -0.9945313152192826 -0.8788940643823931 0.8264557753692094 -0.8843226355607915 0.7469262111606216 -0.9846909924711189 -0.9173784181787895 0.9589230705875034 -0.7839532295628836 0.8598099586473211 -0.9981336406581759 -0.5129942240779358 0.8138562216392806 -0.5011768772500886 0.6172312806929408 -0.9973631109817068 -0.8997208597755195 0.23606728650382935
1.0	-0.9902250712701807 0.9876972315580907 -0.9871141383270287 0.9868020828327335 -0.9998268454758645 -0.9831385432336972 0.9934550142565581 -0.9852440315137594 0.986714899259346 -0.9997811691570215 -0.9702897020424056 0.8859829021743004 -0.9572414409133347 0.8203898675246553 -0.9968372000602616 -0.8842228491824587 0.9704425220813726 -0.6679813647801105 0.869557647227893 -0.9962565701716484 -0.4469161564415638 0.8208075313830792 -0.48028237465350376 0.578366939115047 -0.9954988709072541 -0.8997208597755195 -0.4472134573007658
0.0	-0.9771536820701389 0.9692221108215036 -0.9668210176854821 0.9662962622840598 -0.9992875592986322 -0.9766985947829958 0.9560595741232614 -0.9540132214338687 0.959950730525226 -0.998878582177392 -0.957901980025055 0.8742105301885637 -0.9472422415580919 0.7271239167699288 -0.9920837257945716 -0.7495087367395001 0.7835270178645914 -0.4414120451392771 0.6255908023908936 -0.9616453766957503 -0.48050062680182204 0.7767254590928068 -0.5318229681221709 0.5072974850337637 -0.9937808956391426 0.5180148161566598 0.20970834426173535
0.0	-0.9854098385810354 0.9772335890244324 -0.9765553212265827 0.9746168644012185 -0.9995964683442551 -0.9893555189667836 0.9774016709093261 -0.9777813886570617 0.9748060287886431 -0.9995578925419534 -0.9388672423130078 0.914104606995259 -0.9529528108439661 0.7765754602266499 -0.9951962933376572 -0.8605051806221207 0.905473252878018 -0.621138831475458 0.8240945635277659 -0.9918544293003071 -0.4927205963525314 0.8413054091313432 -0.5085469481836284 0.6087602207504546 -0.9984429095845693 0.05013957011224024 0.18504369786607366
0.0	-0.9944241553757174 0.9938417267079802 -0.9924228321729145 0.9931536585473382 -0.999934414999769 -0.9937023835979789 0.9919088659290294 -0.9932888404946151 0.987925978655428 -0.9999064396270705 -0.9807621614779762 0.94972029586306 -0.9788859643294965 0.8094773762614687 -0.9984746227813099 -0.9587310217224927 0.91845216684318 -0.8021381228659856 0.847478925210015 -0.9977042665742321 -0.3188522428997882 0.7927754153782811 -0.4826768656712501 0.5151609212020418 -0.985409464264861 0.4177356759321793 0.7624948869609696
1.0	-0.984248059276006 0.9866940671106197 -0.9943115821344626 0.9956204469063392 -0.9998981364248606 -0.9657521829311108 0.9679066454195027 -0.9816046452069375 0.9844435405282976 -0.9992583106712573 -0.7991434845587319 0.85417388062213 -0.8981535553692298 0.7754024929340904 -0.9842488046368296 -0.8833041418474821 0.8492007356893956 -0.7020548346719602 0.8051391280391038 -0.9908037845587921 -0.3110561305026278 0.6667807726589341 -0.3429408063733189 0.5692096429246363 -0.9655859831926749 0.5616477609023767 0.6363683087839196
0.0	-0.9856795498288331 0.9821067744164473 -0.9743515226323236 0.971760146777618 -0.999544336512148 -0.9821321495367861 0.975960172534996 -0.9747934742869737 0.9670763383020347 -0.9993975704249982 -0.9535702934515334 0.981749756342474 -0.9475203630562269 0.8331099251373091 -0.9980970827048887 -0.9610549625082425 0.9729603971024772 -0.8209569848249151 0.8991082129693786 -0.9995278103809524 -0.4120116549604742 0.8729033398192849 -0.4780966765302498 0.6911424978424954 -0.9958513519391213 0.6371859672474594 0.7888538292030636
0.0	-0.9342761872226854 0.918742446024809 -0.9191221539178275 0.9124130352631594 -0.9962727430057766 -0.9439166764438098 0.9366579566947928 -0.9375047665620576 0.9396469923631907 -0.9974987541314513 -0.8850844469692475 0.8865779337582764 -0.8827901630362576 0.7888465158378126 -0.9897854122194557 -0.9454826999387885 0.981838398482265 -0.7867415003281101 0.8930374399974288 -0.999282056331906 -0.41313207338532243 0.8334942154315099 -0.5203655000893983 0.5974984666479726 -0.995495422082144 0.6371859672474594 0.7888538292030636
1.0	-0.9891851952852262 0.978973013192969 -0.9905035828319438 0.989082086941738 -0.9998381723173259 -0.9634201848911546 0.944857038376425 -0.9692355632081027 0.9673185392313604 -0.9989861327152099 -0.850647462627479 0.8750457131861094 -0.8840032712177881 0.7650397921718366 -0.9863902665094549 -0.8106732769917759 0.9018047480427167 -0.6284970051193037 0.8098377900171587 -0.9888663306874974 -0.2853179469073194 0.6947179750755703 -0.43924371562000053 0.43722496565921465 -0.9688346575708078 0.40517109770290793 -0.2747219553027318
