1	1.1852442 -1.1247445 0.34306083 -0.34798199 0.19421595 5.7385407 -6.0686735 2.0337762 -2.1395004 6.312053 18.146503 -15.795417 6.4643333 -6.0818603 70.637304 62.709622 -55.112995 29.941202 -20.858512 1257.9086 76.721685 -53.952681 24.555787 -38.145481 2275.0784 14.0018 29.86985
1	1.5866257 -1.7934089 0.79504109 -0.86222487 0.87567241 5.164203 -5.1920644 2.891024 -2.8722284 10.731233 14.90184 -5.8552405 4.921529 -2.4935981 28.428373 40.308497 -48.852313 14.555747 -17.394129 568.88905 161.57202 -78.951247 47.260445 -46.753727 8075.0416 -22.3607 30.77685
1	1.0016369 -1.0436434 0.41084498 -0.41235225 0.25691986 4.8242018 -2.3590949 1.5873364 -1.4384696 3.7347545 5.9646616 -17.256824 3.5781496 -3.7456423 32.643205 23.861435 -10.292394 14.091991 -7.7713899 186.5935 50.971703 -33.161035 27.572401 -16.600958 919.38611 -36.18035 -11.7557
1	1.4407099 -0.94555196 0.44808688 -0.40074336 0.29622272 11.424402 -12.887021 3.5530442 -2.8284196 20.841758 23.414048 -20.837451 10.785009 -9.9041185 173.93597 110.8998 -31.754032 33.624737 -12.984564 2054.9558 124.02947 -160.62481 27.688541 -65.854378 7672.2943 -22.3607 -30.77685
1	2.4366598 -2.2344166 0.67829702 -0.68839944 0.844299 7.9558594 -7.1784957 3.2738756 -2.8501247 15.327408 23.263654 -14.634335 11.231603 -6.38373 132.08781 74.278865 -57.142944 28.989702 -27.331095 1601.1312 179.46453 -140.50358 96.902034 -22.320421 10157.935 -22.3607 30.77685
1	2.0112183 -2.328343 0.48330754 -0.48510262 0.44140771 4.9779268 -8.8381747 1.9586608 -2.4617183 8.7087639 16.362635 -13.751324 4.2364802 -4.5520315 46.139822 14.602055 -37.004358 12.469631 -16.659647 395.12979 59.599017 -97.985157 -48.589523 -61.953735 3922.4605 36.18035 11.7557
1	1.5305291 -2.0029249 0.55938908 -0.55592901 0.51707892 6.3035938 -13.803838 2.500562 -2.9032873 16.984893 29.722202 -60.900076 13.11549 -17.593053 524.61411 169.51137 -77.101665 49.291738 -29.477574 4646.3224 415.09748 -570.35228 369.95312 21.949758 168910.92 -14.0018 29.86985
1	1.3324849 -1.2408373 0.56893957 -0.56297089 0.41932848 3.6051233 -3.846967 2.0945382 -1.7746692 5.600844 9.2910719 -6.3797236 4.3345398 -3.1321941 22.637786 33.163848 -30.462078 15.894632 -11.192975 344.91439 43.448294 -26.919293 34.830439 13.346569 468.97785 -36.18035 -11.7557
1	2.0112183 -2.328343 0.48330754 -0.48510262 0.44140771 4.9779268 -8.8381747 1.9586608 -2.4617183 8.7087639 16.362635 -13.751324 4.2364802 -4.5520315 46.139822 14.602055 -37.004358 12.469631 -16.659647 395.12979 59.599017 -97.985157 -48.589523 -61.953735 3922.4605 36.18035 11.7557
1	2.5120911 -2.7412977 1.0804127 -1.1011314 1.7113192 9.5722235 -8.6457089 3.2355482 -3.8004827 19.247614 12.60582 -10.610403 4.49389 -5.370458 41.506374 32.726586 -41.113943 17.982028 -19.625863 560.49456 92.830596 -62.426524 29.898877 3.2572747 2546.831 -36.18035 -11.7557
1	1.8320285 -1.1906089 0.59840856 -0.54699958 0.46662197 3.6902444 -4.6075671 1.9939033 -1.9629704 5.3409202 8.4885398 -21.708811 3.2182351 -4.7531155 43.72551 22.829659 -30.532495 9.8065203 -8.3502012 241.5056 38.711301 -47.376959 19.64405 -16.144351 771.53348 -36.18035 11.7557
1	5.2397427 -6.3819863 2.3612104 -2.321021 7.3547805 19.242299 -13.840866 9.7918148 -8.413959 106.09723 17.288927 -21.555698 6.0814014 -9.9318312 110.62131 37.133441 -56.944694 13.522089 -17.458653 692.18909 135.42159 -111.99548 36.351444 -75.278104 9320.714 -36.18035 -11.7557
1	2.7382235 -2.9442875 1.2053296 -1.178924 2.0236328 8.2001088 -8.7126686 3.8182679 -3.9442943 23.620324 17.412068 -11.872233 8.3125043 -4.9471545 68.735611 36.584844 -52.616285 21.880161 -27.243717 999.75713 137.51948 -100.55469 71.046905 -20.827392 6023.1405 14.0018 29.86985
1	6.4839199 -5.2147878 1.7698251 -1.5662797 5.2621611 21.924823 -18.162766 5.8065892 -5.3826948 63.834115 23.29879 -58.724271 13.093778 -23.056507 589.3272 78.643868 -96.884367 37.472039 -36.253526 2780.8865 108.52918 -540.03555 71.743204 -181.47765 59343.665 -36.18035 -11.7557
1	1.3324849 -1.2408373 0.56893957 -0.56297089 0.41932848 3.6051233 -3.846967 2.0945382 -1.7746692 5.600844 9.2910719 -6.3797236 4.3345398 -3.1321941 22.637786 33.163848 -30.462078 15.894632 -11.192975 344.91439 43.448294 -26.919293 34.830439 13.346569 468.97785 -36.18035 -11.7557
1	1.9706546 -1.5184976 0.40356571 -0.36651314 0.34337194 14.054438 -10.10406 3.0613048 -2.6300052 20.230458 16.837979 -27.971226 5.9351952 -5.6722763 103.51208 29.532651 -67.185006 13.23055 -18.191785 702.81044 68.775633 -107.41025 55.266163 -5.5385218 4516.9 17.82145 -10.8487
1	1.2455579 -1.779535 0.34275825 -0.3711994 0.25955346 10.22219 -12.012216 2.6426616 -2.5002198 17.961886 16.442387 -10.339279 4.3387721 -2.5591485 33.386698 50.023268 -47.881577 13.192979 -16.90317 634.90949 97.333335 -99.345369 37.842437 -38.018207 3979.9075 17.82145 -10.8487
1	1.5305291 -2.0029249 0.55938908 -0.55592901 0.51707892 6.3035938 -13.803838 2.500562 -2.9032873 16.984893 29.722202 -60.900076 13.11549 -17.593053 524.61411 169.51137 -77.101665 49.291738 -29.477574 4646.3224 415.09748 -570.35228 369.95312 21.949758 168910.92 -14.0018 29.86985
1	2.7382235 -2.9442875 1.2053296 -1.178924 2.0236328 8.2001088 -8.7126686 3.8182679 -3.9442943 23.620324 17.412068 -11.872233 8.3125043 -4.9471545 68.735611 36.584844 -52.616285 21.880161 -27.243717 999.75713 137.51948 -100.55469 71.046905 -20.827392 6023.1405 14.0018 29.86985
1	1.0016369 -1.0436434 0.41084498 -0.41235225 0.25691986 4.8242018 -2.3590949 1.5873364 -1.4384696 3.7347545 5.9646616 -17.256824 3.5781496 -3.7456423 32.643205 23.861435 -10.292394 14.091991 -7.7713899 186.5935 50.971703 -33.161035 27.572401 -16.600958 919.38611 -36.18035 -11.7557
1	0.90795996 -1.5496654 0.28065319 -0.3037819 0.17010028 9.6942293 -9.9601645 2.5795461 -2.5985474 15.608276 18.313065 -11.828668 6.0563008 -5.0536591 64.831149 39.267001 -31.159459 13.740754 -10.412795 382.92233 114.1493 -112.40188 47.374141 -52.495322 6568.7625 17.82145 -10.8487
1	2.5120911 -2.7412977 1.0804127 -1.1011314 1.7113192 9.5722235 -8.6457089 3.2355482 -3.8004827 19.247614 12.60582 -10.610403 4.49389 -5.370458 41.506374 32.726586 -41.113943 17.982028 -19.625863 560.49456 92.830596 -62.426524 29.898877 3.2572747 2546.831 -36.18035 -11.7557
1	0.70044376 -1.0886119 0.32193738 -0.33573521 0.15742045 6.2642051 -8.8411118 1.9891796 -1.9293273 7.8168749 24.153185 -38.474858 7.0869327 -8.7304989 199.92341 34.529378 -16.422694 10.490886 -9.0335228 241.2445 7.840525 -125.86206 4.0151417 -30.689409 1769.964 -22.3607 30.77685
1	4.8308992 -3.9111997 1.196108 -1.2107898 3.2247235 36.096959 -33.933727 9.7110184 -10.102704 251.46861 174.87051 -182.94666 52.232796 -45.554512 6404.4619 83.066077 -120.04601 67.763806 -68.071183 6455.5637 378.23853 -1154.9129 284.68623 -445.65891 407723.24 -36.18035 -11.7557
1	1.1236611 -0.69394206 0.33159489 -0.30828607 0.14940387 6.4974831 -4.6701048 1.4375613 -1.2123214 3.6124606 13.593549 -22.970966 4.8100333 -5.0010646 61.392613 35.50576 -16.947555 17.146226 -13.167341 415.05199 38.635642 -73.277174 25.263697 -20.918477 1378.2611 17.82145 -10.8487
1	1.839617 -0.94486828 0.32180234 -0.28033174 0.19350577 5.412042 -3.2784406 1.5512363 -1.2702296 3.8481768 19.014524 -35.121566 6.222404 -10.656755 147.74999 58.338687 -23.604249 20.547137 -14.317715 704.75351 23.691378 -68.178507 -16.218535 -66.625094 1701.8329 36.18035 -11.7557
